Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
8,Sat,05/10/2019,16:00 (15:00),Real Madrid,2.2,4â€“2,1.6,Granada,"70,315",Estadio Santiago Bernabéu,Santiago Jaime
8,Sat,05/10/2019,18:30 (17:30),Valencia,1.3,2â€“1,1,Alavés,"38,943",Estadio de Mestalla,Eduardo Prieto
8,Sat,05/10/2019,21:00 (20:00),Osasuna,1.1,2â€“1,1.6,Villarreal,"15,349",Estadio El Sadar, Valentín Pizarro
8,Sun,06/10/2019,12:00 (11:00),Mallorca,0.6,2â€“0,1,Espanyol,"15,052",Iberostar Estadi,Ricardo de Burgos
8,Sun,06/10/2019,14:00 (13:00),Celta Vigo,1.7,1â€“0,0.2,Athletic Club,"19,690",Estadio de Balaídos,David Medié
8,Sun,06/10/2019,16:00 (15:00),Valladolid,1.1,0â€“0,0.9,Atlético Madrid,"23,650",Estadio Municipal José Zorrilla,José Sánchez
8,Sun,06/10/2019,18:30 (17:30),Real Sociedad,1,1â€“2,0.9,Getafe,"30,153",Estadio Municipal de Anoeta, Pablo González
8,Sun,06/10/2019,21:00 (20:00),Barcelona,1.9,4â€“0,1.9,Sevilla,"81,331",Camp Nou,Antonio Matéu Lahoz
9,Fri,18/10/2019,21:00 (20:00),Granada,0.4,1â€“0,0.9,Osasuna,"16,986",Estadio Nuevo Los Cármenes,Javier Estrada
9,Sat,19/10/2019,13:00 (12:00),Eibar,0.4,0â€“3,2.1,Barcelona,"7,295", Estadio Municipal de Ipurúa,Mario Melero
9,Sat,19/10/2019,16:00 (15:00),Atlético Madrid,1.7,1â€“1,0.6,Valencia,"61,603",Estadio Wanda Metropolitano,Adrián Cordero
9,Sat,19/10/2019,18:30 (17:30),Getafe,1,2â€“0,0.4,Leganés,13,Coliseum Alfonso Pérez,Juan Martínez
9,Sat,19/10/2019,21:00 (20:00),Mallorca,0.2,1â€“0,0.9,Real Madrid,"20,275",Iberostar Estadi,Alberola Rojas
9,Sun,20/10/2019,12:00 (11:00),Alavés,1.8,2â€“0,1,Celta Vigo,"16,584",Estadio de Mendizorroza,José González
9,Sun,20/10/2019,14:00 (13:00),Real Sociedad,1.4,3â€“1,0.9,Betis,"28,032",Estadio Municipal de Anoeta,César Soto
9,Sun,20/10/2019,16:00 (15:00),Espanyol,0.9,0â€“1,1.3,Villarreal,"20,653",RCDE Stadium,Carlos del Cerro
9,Sun,20/10/2019,18:30 (17:30),Athletic Club,1.2,1â€“1,0.8,Valladolid,"37,107",San Mamés, Jesús Gil
9,Sun,20/10/2019,21:00 (20:00),Sevilla,2.3,1â€“0,0.5,Levante,"34,612",Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
10,Fri,25/10/2019,21:00 (20:00),Villarreal,2.7,4â€“1,0.7,Alavés,"16,049",Estadio de la Cerámica,David Medié
10,Sat,26/10/2019,16:00 (15:00),Leganés,1.6,1â€“0,0.6,Mallorca,"10,058",Estadio Municipal de Butarque,Eduardo Prieto
10,Sat,26/10/2019,18:30 (17:30),Valladolid,1.9,2â€“0,0.5,Eibar,"20,036",Estadio Municipal José Zorrilla,José Luis Munuera
10,Sat,26/10/2019,21:00 (20:00),Atlético Madrid,1.7,2â€“0,0.4,Athletic Club,"59,211",Estadio Wanda Metropolitano,Alejandro Hernández
10,Sun,27/10/2019,12:00 (11:00),Celta Vigo,0.6,0â€“1,0.7,Real Sociedad,"18,002",Estadio de Balaídos, Valentín Pizarro
10,Sun,27/10/2019,14:00 (13:00),Granada,1.8,1â€“0,0.7,Betis,"18,985",Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
10,Sun,27/10/2019,16:00 (15:00),Levante,0.4,0â€“1,1,Espanyol,"18,934",Estadio Ciudad de Valencia, Pablo González
10,Sun,27/10/2019,18:30 (17:30),Sevilla,2,2â€“0,0.8,Getafe,"38,181",Estadio Ramón Sánchez Pizjuán,José Sánchez
